Id,Action.0,Action.1
1,0.99178049057962,0.00821950942038015
2,0.990783821239338,0.00921617876066189
3,0.991364620890723,0.00863537910927724
4,0.990546521169365,0.0094534788306354
5,0.991387741784883,0.00861225821511695
6,0.969492148811235,0.0305078511887654
7,0.991316309280746,0.00868369071925427
8,0.982746582582301,0.0172534174176987
9,0.999645598750712,0.000354401249288166
10,0.991403341316985,0.00859665868301497
11,0.991447704935572,0.0085522950644282
12,0.991619247437627,0.00838075256237286
13,0.99256459865111,0.00743540134889011
14,0.988023435622584,0.0119765643774163
15,0.991792376537625,0.00820762346237492
16,0.992120290395409,0.00787970960459124
17,0.992826720410273,0.00717327958972718
18,0.991130908643663,0.00886909135633687
19,0.991534175578077,0.0084658244219227
20,0.999865730951989,0.000134269048011314
21,0.991584204971181,0.00841579502881888
22,0.942173075437164,0.0578269245628357
23,0.991010056758601,0.00898994324139937
24,0.991768638264762,0.00823136173523813
25,0.991415995120967,0.00858400487903314
26,1.91427572000852e-20,1
27,0.411646284166198,0.588353715833802
28,0.991455835070709,0.00854416492929123
29,0.991052469045413,0.00894753095458707
30,0.990655358145797,0.0093446418542032
31,0.991251702013967,0.00874829798603301
32,0.991814695053327,0.00818530494667337
33,0.991112616487015,0.0088873835129851
34,0.990386568088361,0.00961343191163912
35,0.991468239141615,0.00853176085838482
36,0.990490390890393,0.00950960910960657
37,0.99171636676643,0.00828363323357033
38,0.191499011460536,0.808500988539464
39,0.992293967800692,0.0077060321993081
40,0.991171988814298,0.00882801118570235
41,0.999642252605585,0.00035774739441509
42,0.962982289882616,0.0370177101173836
43,0.992904160521334,0.00709583947866597
44,0.990994455328907,0.00900554467109262
45,0.991717583582275,0.00828241641772512
46,0.940824324193731,0.059175675806269
47,0.990436633585851,0.00956336641414865
48,0.992907132244664,0.00709286775533624
49,0.99056945234121,0.00943054765878967
50,1.76416093798494e-31,1
51,0.327980925937056,0.672019074062943
52,0.991679638624795,0.00832036137520528
53,0.991358570944762,0.00864142905523811
54,0.885673338721553,0.114326661278447
55,0.992687615995426,0.00731238400457454
56,0.990985454098284,0.00901454590171581
57,0.991416572775895,0.00858342722410496
58,0.990890934320141,0.00910906567985932
59,0.991003968744363,0.00899603125563681
60,0.990763569902252,0.00923643009774834
61,0.990720184874609,0.00927981512539114
62,0.992051993613593,0.00794800638640676
63,0.992825688015397,0.00717431198460337
64,0.985480461969997,0.0145195380300032
65,0.99215783471704,0.00784216528295956
66,0.537544717746679,0.462455282253321
67,1.78638293229788e-31,1
68,0.98829060670246,0.0117093932975394
69,0.991343284282998,0.00865671571700224
70,0.992868247598304,0.00713175240169633
71,0.999867286044895,0.000132713955105373
72,0.990942207131924,0.00905779286807572
73,0.985368962749743,0.0146310372502567
74,0.991327463760577,0.00867253623942259
75,0.991017446737156,0.0089825532628441
76,0.984879804500349,0.0151201954996509
77,0.992166941621624,0.00783305837837629
78,0.990788572064773,0.0092114279352273
79,0.991111065275993,0.00888893472400661
80,0.331305139776972,0.668694860223028
81,0.981434512529832,0.0185654874701685
82,0.991253788913724,0.00874621108627613
83,0.980846373313056,0.0191536266869439
84,0.991200536916922,0.0087994630830781
85,0.990928448784908,0.00907155121509232
86,0.992475795628361,0.00752420437163868
87,0.990867420097446,0.00913257990255421
88,0.990978060190766,0.00902193980923449
89,0.990075988095692,0.00992401190430768
90,0.991934651957401,0.00806534804259885
91,0.991538582526736,0.00846141747326436
92,0.999025216880572,0.00097478311942778
93,0.981193786477629,0.0188062135223706
94,0.991510479483445,0.00848952051655541
95,0.991536503956849,0.00846349604315132
96,0.992542358273963,0.00745764172603659
97,0.991085154144906,0.00891484585509424
98,0.991364472964433,0.00863552703556694
99,0.987485546603006,0.0125144533969938
100,0.991717687671362,0.00828231232863802
101,0.991395706013715,0.0086042939862852
102,0.589284003872564,0.410715996127436
103,0.991236318200613,0.00876368179938719
104,0.999637612313067,0.000362387686932889
105,0.992187467171877,0.00781253282812289
106,0.991612239208241,0.00838776079175929
107,0.986718513648714,0.0132814863512865
108,0.991375545785875,0.00862445421412467
109,0.990394815568996,0.00960518443100434
110,0.991343433303842,0.00865656669615759
111,0.990309668435044,0.00969033156495606
112,0.993515168040494,0.00648483195950614
113,0.991259731393255,0.00874026860674464
114,0.99185703851261,0.00814296148738995
115,0.990808722531374,0.00919127746862649
116,0.991395117958861,0.00860488204113875
117,0.991708183597292,0.0082918164027081
118,0.990445421054859,0.00955457894514082
119,0.991805457924327,0.00819454207567346
120,0.991086657228293,0.00891334277170676
121,0.990849299405786,0.00915070059421432
122,0.999860164317643,0.000139835682357076
123,0.991307522645653,0.00869247735434715
124,0.978023653384105,0.0219763466158948
125,0.991505368042193,0.00849463195780704
126,0.991425191391732,0.00857480860826818
127,0.992090213440774,0.00790978655922632
128,0.990950972897469,0.0090490271025305
129,0.992636190940836,0.0073638090591639
130,0.91917519651879,0.08082480348121
131,0.990800910784048,0.00919908921595203
132,0.991415698735529,0.00858430126447086
133,0.991986912294949,0.00801308770505092
134,0.992423288289633,0.00757671171036671
135,0.990588937991757,0.00941106200824321
136,0.991570475022025,0.00842952497797485
137,0.991174079865189,0.00882592013481067
138,0.999869468026165,0.000130531973835113
139,0.992662651758438,0.00733734824156171
140,0.98183140861614,0.0181685913838596
141,0.991896361046566,0.00810363895343398
142,0.990078760525355,0.00992123947464513
143,0.994056520311334,0.00594347968866609
144,0.319235343543029,0.680764656456971
145,0.990887765094047,0.00911223490595275
146,0.999396526990503,0.000603473009496572
147,0.991846769739713,0.0081532302602867
148,0.991427301202966,0.00857269879703363
149,0.990502416063108,0.00949758393689176
150,0.820667885344307,0.179332114655693
151,0.991171331464507,0.00882866853549296
152,0.990591724770636,0.00940827522936385
153,0.999867539462198,0.000132460537801669
154,0.9911748639702,0.00882513602979985
155,0.990416321597016,0.00958367840298412
156,0.991289662728261,0.00871033727173864
157,0.988185599514424,0.0118144004855763
158,0.99028416536432,0.00971583463567986
159,0.99189465583579,0.00810534416421012
160,0.9906182962356,0.00938170376440042
161,0.991879327056728,0.0081206729432723
162,0.991199110596036,0.00880088940396418
163,0.990786475627385,0.00921352437261527
164,0.992119461779741,0.00788053822025872
165,0.990205538054226,0.00979446194577431
166,0.991295302163655,0.00870469783634507
167,0.991829826053042,0.00817017394695806
168,0.991387410432925,0.00861258956707453
169,0.98845454114612,0.0115454588538802
170,0.987973462492215,0.012026537507785
171,0.991219994326812,0.00878000567318777
172,0.982861239349376,0.0171387606506243
173,0.990945601481794,0.00905439851820625
174,0.990412636148938,0.00958736385106196
175,0.902756504933918,0.0972434950660815
176,0.991114573460855,0.00888542653914544
177,0.992206891800357,0.00779310819964308
178,0.990509346260257,0.0094906537397434
179,0.991651271853795,0.00834872814620466
180,0.991322369534595,0.0086776304654047
181,0.992807284093998,0.00719271590600245
182,0.922188823684646,0.0778111763153535
183,0.988811155910334,0.0111888440896664
184,0.999874547075332,0.000125452924667696
185,0.990391828446808,0.00960817155319193
186,0.991029108943247,0.00897089105675281
187,0.991454491116,0.0085455088839996
188,0.992406203858295,0.00759379614170451
189,0.999868899980443,0.000131100019556401
190,0.979864653145191,0.0201353468548087
191,0.991495634001298,0.00850436599870157
192,0.992726628249315,0.00727337175068534
193,0.990733378022307,0.00926662197769327
194,0.991045149536768,0.00895485046323214
195,0.145285288891766,0.854714711108234
196,0.99116813559838,0.00883186440161978
197,0.00773911708865384,0.992260882911346
198,0.991308691563116,0.00869130843688426
199,0.99039160646695,0.00960839353305032
200,0.991787119462388,0.00821288053761218
201,0.989716239438556,0.010283760561444
202,0.990677646032491,0.00932235396750858
203,0.992704208560248,0.00729579143975228
204,0.991714287369999,0.00828571263000056
205,0.9298937029306,0.0701062970693996
206,0.99150554885875,0.00849445114125042
207,0.991299397014171,0.00870060298582866
208,0.991419847967013,0.00858015203298738
209,0.981586745235305,0.0184132547646955
210,0.999876062939083,0.000123937060916467
211,0.991046288954878,0.00895371104512192
212,0.999099837648214,0.000900162351785937
213,0.991257653133919,0.00874234686608123
214,0.991455977401598,0.00854402259840193
215,0.991567179429292,0.00843282057070774
216,0.991437623750911,0.00856237624908876
217,0.991716091424564,0.00828390857543586
218,0.994108952725548,0.00589104727445218
219,0.990027012293077,0.00997298770692248
220,0.990078056006887,0.00992194399311273
221,6.16837654063349e-13,0.999999999999383
222,0.991162532811509,0.00883746718849116
223,0.991894512050935,0.00810548794906448
224,0.999633636411773,0.000366363588227227
225,0.991243238154046,0.00875676184595379
226,0.992082301451348,0.00791769854865194
227,0.992790160361945,0.00720983963805492
228,0.991535846521551,0.00846415347844903
229,0.991673865598479,0.00832613440152095
230,0.991587228758804,0.00841277124119636
231,0.991342672893091,0.00865732710690884
232,0.990968637377705,0.00903136262229478
233,0.989208376260952,0.0107916237390476
234,0.978613018570683,0.0213869814293168
235,0.991456793094912,0.00854320690508811
236,0.0557219750793432,0.944278024920657
237,0.991390137275988,0.00860986272401174
238,0.989013954845265,0.0109860451547354
239,0.991398931315177,0.00860106868482261
240,0.991745290008147,0.00825470999185346
241,0.990312037112764,0.00968796288723642
242,0.99256820355368,0.00743179644631989
243,0.990907533245201,0.00909246675479905
244,0.991826528394149,0.00817347160585085
245,0.999583341717291,0.000416658282708646
246,0.991698214830649,0.00830178516935061
247,0.991203972233692,0.00879602776630807
248,0.990712818403772,0.00928718159622799
249,0.980089832034533,0.0199101679654664
250,0.991060496420992,0.00893950357900763
251,0.992409935511076,0.00759006448892397
252,0.993353720311803,0.00664627968819706
253,0.991326182198501,0.00867381780149874
254,0.286998592468475,0.713001407531525
255,0.982954724993342,0.0170452750066582
256,0.991312172386467,0.00868782761353265
257,0.990791939061152,0.00920806093884774
258,0.989289619884244,0.0107103801157561
259,0.9924357399735,0.00756426002650033
260,0.990631163506148,0.00936883649385208
261,0.990981629428369,0.00901837057163057
262,0.991074902791454,0.00892509720854604
263,0.975446532655917,0.0245534673440833
264,0.990503190088366,0.00949680991163424
265,0.988296794280427,0.0117032057195733
266,0.991738939617539,0.0082610603824612
267,0.990885132766271,0.00911486723372868
268,0.991229407460493,0.00877059253950658
269,0.978954758747158,0.0210452412528424
270,0.991115035161874,0.00888496483812609
271,0.991518282522377,0.00848171747762338
272,0.990564294496475,0.00943570550352464
273,0.987281213690185,0.0127187863098155
274,0.991776610471525,0.00822338952847499
275,0.990367796964616,0.0096322030353841
276,0.990409777295022,0.00959022270497819
277,0.979182698005542,0.0208173019944579
278,0.991170263758948,0.00882973624105175
279,0.993993390581626,0.00600660941837364
280,0.991093046036181,0.00890695396381943
281,0.991439392245604,0.00856060775439593
282,0.987489010008837,0.0125109899911629
283,0.991392560834479,0.00860743916552124
284,0.991492692641851,0.00850730735814925
285,0.990755075632971,0.00924492436702864
286,0.99109119428416,0.00890880571584018
287,0.991290376422818,0.00870962357718216
288,0.989562303197671,0.0104376968023287
289,0.999606500487042,0.000393499512957539
290,0.987973630965776,0.0120263690342243
291,0.992858186212174,0.00714181378782617
292,0.990615877420922,0.0093841225790776
293,0.991169727068633,0.00883027293136741
294,0.957663913917106,0.0423360860828943
295,0.941057105571047,0.0589428944289532
296,0.992291625175116,0.00770837482488416
297,0.991654282421339,0.00834571757866085
298,0.991199067062934,0.00880093293706551
299,0.991777349938655,0.00822265006134558
300,0.987747632362801,0.0122523676371985
301,0.991281381985696,0.00871861801430389
302,0.119797123418456,0.880202876581544
303,0.991626750792425,0.00837324920757447
304,0.991673872655363,0.00832612734463709
305,0.981575271381791,0.0184247286182086
306,0.991507444931512,0.00849255506848819
307,0.990942496093887,0.00905750390611306
308,0.992615560323642,0.00738443967635776
309,0.993503669993345,0.00649633000665534
310,0.991004885299619,0.00899511470038086
311,0.835809302709512,0.164190697290488
312,0.992805418533035,0.0071945814669647
313,0.991463168574904,0.00853683142509615
314,0.993209041974466,0.00679095802553365
315,0.0498679571829978,0.950132042817002
316,0.991104295231869,0.00889570476813136
317,0.942676512707009,0.0573234872929906
318,0.991579364091412,0.00842063590858839
319,0.991735590935372,0.00826440906462779
320,0.991347390838545,0.00865260916145535
321,0.980830681893326,0.0191693181066735
322,0.991605668624144,0.00839433137585575
323,0.991218098230056,0.00878190176994368
324,0.993604622018552,0.006395377981448
325,0.993913994548077,0.00608600545192329
326,0.334741971448187,0.665258028551813
327,0.992602233967975,0.00739776603202522
328,0.991831169197324,0.00816883080267579
329,0.991616309617296,0.00838369038270453
330,0.991330327502292,0.00866967249770809
331,0.967336786487972,0.0326632135120276
332,0.991611632785734,0.0083883672142656
333,0.991028722308352,0.00897127769164839
334,0.989701149847296,0.010298850152704
335,0.990827351385361,0.00917264861463863
336,0.991369369124423,0.00863063087557711
337,0.978273784797838,0.0217262152021615
338,0.990011950416939,0.0099880495830605
339,0.990899133436248,0.00910086656375229
340,0.992753881638011,0.00724611836198906
341,0.321734718322347,0.678265281677653
342,0.99954682440342,0.000453175596580306
343,0.993037847852842,0.0069621521471575
344,0.990024664753105,0.00997533524689542
345,0.992298095202753,0.00770190479724678
346,0.99223984290125,0.00776015709875005
347,0.991936297575814,0.00806370242418554
348,0.993665832044718,0.006334167955282
349,0.99116244269601,0.00883755730398978
350,0.990458713918022,0.00954128608197748
351,0.992709035341242,0.00729096465875771
352,0.991454448259679,0.00854555174032099
353,0.989480934158907,0.0105190658410932
354,0.991294564078237,0.00870543592176328
355,0.991358099807621,0.00864190019237869
356,0.98444398908468,0.01555601091532
357,0.991572531727455,0.00842746827254511
358,0.992697796488699,0.00730220351130083
359,0.111188274884142,0.888811725115858
360,0.994055163492729,0.00594483650727097
361,0.990997703989371,0.00900229601062938
362,0.991691236514308,0.00830876348569189
363,0.000138051567485003,0.999861948432515
364,0.991727013856195,0.00827298614380488
365,0.990931895286967,0.00906810471303256
366,0.991267478684185,0.00873252131581471
367,0.990616213963766,0.00938378603623397
368,0.991221060245167,0.00877893975483339
369,0.991267431442654,0.00873256855734615
370,0.991909346563554,0.00809065343644599
371,0.968090465717829,0.0319095342821708
372,0.00666236893088363,0.993337631069116
373,0.991344271773085,0.00865572822691541
374,0.991534452519691,0.00846554748030862
375,0.991889041630086,0.00811095836991366
376,0.284123227238055,0.715876772761945
377,0.991936131524248,0.00806386847575242
378,0.990999021078072,0.00900097892192799
379,0.99112727944527,0.00887272055472962
380,0.991816483160455,0.00818351683954529
381,0.99155744453596,0.00844255546404032
382,0.992470534075984,0.00752946592401654
383,0.984600251812587,0.015399748187413
384,0.989165606902547,0.0108343930974534
385,0,1
386,0.990156951282993,0.00984304871700665
387,0.991347767521731,0.00865223247826922
388,0.990679978827964,0.00932002117203653
389,0.989618251011119,0.0103817489888806
390,0.968909625984954,0.0310903740150461
391,0.990299968836842,0.00970003116315853
392,0.994159304208163,0.00584069579183679
393,0.999867285576653,0.000132714423346899
394,0.99125195055055,0.00874804944944991
395,0.992211030056412,0.0077889699435878
396,0.991317349268655,0.00868265073134493
397,0.991031065176737,0.00896893482326324
398,0.983587711293758,0.0164122887062418
399,0.991893229117536,0.00810677088246394
400,0.979612287708902,0.0203877122910985
401,0.990386560027909,0.00961343997209154
402,0.991802796600771,0.00819720339922884
403,0.991484578799232,0.00851542120076748
404,0.990481403016105,0.00951859698389539
405,0.991320222576826,0.0086797774231741
406,0.990108604310434,0.00989139568956588
407,0.991861199855618,0.0081388001443825
408,0.989132303087141,0.0108676969128594
409,0.968906906646159,0.0310930933538414
410,0.992999794390013,0.0070002056099869
411,0.990912287044206,0.00908771295579356
412,0.987430697917339,0.0125693020826607
413,0.992728615381174,0.00727138461882605
414,0.981413085529109,0.0185869144708913
415,0.979429983548397,0.0205700164516026
416,0.991674634014922,0.00832536598507806
417,0.990624306051433,0.00937569394856679
418,0.990946575315436,0.00905342468456456
419,0.987265225826431,0.0127347741735695
420,0.991781939190431,0.00821806080956932
421,0.999999717757309,2.82242690880715e-07
422,0.992926888347281,0.00707311165271885
423,0.992469256172634,0.0075307438273664
424,0.992765936952939,0.0072340630470607
425,0.990320834533449,0.00967916546655147
426,0.990824040519587,0.00917595948041334
427,0.323336431586222,0.676663568413778
