Id,Action
1,0.931705717011028
2,0.949254245728778
3,0.921774325917754
4,0.94144121126278
5,0.89815840801121
6,0.944849483240295
7,0.950115935101937
8,0.942797405760745
9,0.979042303397407
10,0.95100574183292
11,0.944037163853818
12,0.959757676918157
13,0.921826504086415
14,0.876115573236421
15,0.917819180747278
16,0.947688967836555
17,0.931773900375133
18,0.953780242580598
19,0.951572592290832
20,1.01551883346972
21,0.949380973312868
22,0.923238027752689
23,0.926477024873246
24,0.94980086345746
25,0.902869461717236
26,0.968560572602756
27,0.909878386407911
28,0.940068497139062
29,0.944607319619743
30,0.947934558430991
31,0.951217935091011
32,0.904954249957811
33,0.928109209586602
34,0.949378301006789
35,0.960955079641673
36,0.934519261360237
37,0.890834173287006
38,0.901475790500259
39,0.93431031694564
40,0.94120248271895
41,0.979882141235814
42,0.942249238610102
43,0.952082686412402
44,0.937921116336001
45,0.953291800625821
46,0.908759562067166
47,0.942111957244807
48,0.952063913969312
49,0.946706060152717
50,0.9995269733885
51,0.94421162031365
52,0.946173467901386
53,0.949810723889835
54,0.994387337716863
55,0.924687037735366
56,0.884507384485422
57,0.923530558584233
58,0.945302479071515
59,0.940550922876609
60,0.924085735552174
61,0.941872610960904
62,0.943362605621162
63,0.938500209165097
64,0.93412739871391
65,0.913773523225432
66,0.94333386371957
67,0.980889075153296
68,0.9515389105242
69,0.952146555386059
70,0.887587828162685
71,0.987023062914863
72,0.928529328619322
73,0.905892278030709
74,0.960158192803459
75,0.940866311964325
76,0.912224881138569
77,0.912730504537428
78,0.941151612273171
79,0.934034488441278
80,0.944749810309923
81,0.876564960323409
82,0.954136523402312
83,0.90607059747016
84,0.94354399722901
85,0.944041290496856
86,0.933557899057866
87,0.937212736486646
88,0.935673155527094
89,0.935749729093634
90,0.907020361293678
91,0.91490051438
92,0.981943461334488
93,0.954744878052204
94,0.950533524755541
95,0.935399186330554
96,0.923931987756222
97,0.954477411811017
98,0.949614912740118
99,0.935213986445994
100,0.942760161940476
101,0.951758641577716
102,0.935382176910744
103,0.951723072792868
104,0.96681434171316
105,0.942146288713777
106,0.956171058492425
107,0.945149405533968
108,0.950919957922826
109,0.947910803622399
110,0.932170799366724
111,0.93192819471497
112,0.963058696044868
113,0.953966193510555
114,0.93622659305853
115,0.929814412583719
116,0.948717752673034
117,0.946225372223079
118,0.942335696040258
119,0.945759400704131
120,0.951033113697561
121,0.930341817913421
122,1.02965910468619
123,0.947708739794846
124,0.922324667202438
125,0.906485790996435
126,0.950899044177769
127,0.936664580709665
128,0.907106637847667
129,0.929470855517525
130,0.93519909733099
131,0.944414131512749
132,0.943901075419503
133,0.946383559405452
134,0.947935958880673
135,0.948312162245904
136,0.949628971950812
